Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1	Peptides 2	Peptides 3	Peptides 7	Peptides 8	Peptides 9	Razor + unique peptides 1	Razor + unique peptides 2	Razor + unique peptides 3	Razor + unique peptides 7	Razor + unique peptides 8	Razor + unique peptides 9	Unique peptides 1	Unique peptides 2	Unique peptides 3	Unique peptides 7	Unique peptides 8	Unique peptides 9	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 1	Identification type 2	Identification type 3	Identification type 7	Identification type 8	Identification type 9	Sequence coverage 1 [%]	Sequence coverage 2 [%]	Sequence coverage 3 [%]	Sequence coverage 7 [%]	Sequence coverage 8 [%]	Sequence coverage 9 [%]	Intensity	Intensity 1	Intensity 2	Intensity 3	Intensity 7	Intensity 8	Intensity 9	iBAQ	iBAQ 1	iBAQ 2	iBAQ 3	iBAQ 7	iBAQ 8	iBAQ 9	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Cre07.g332300.t1.2	Cre07.g332300.t1.2	2	2	2	>Cre07.g332300.t1.2 R1 Protein, alpha-glucan water dikinase ALS=GWD2 DBV=JGI5.5 GN=GWD2 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	1	2.6	2.6	2.6	124.09	1176	1176	0	5.1974	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	2.6	2.6	2.6	2.6	2.6	1.4	58900	9759.3	11627	10927	10087	9915	6585.8	920.32	152.49	181.67	170.73	157.61	154.92	102.9	3				601	4711;4845	True;True	5019;5160	25508;25509;25510;25511;25512;25513;26169;26170;26171;26172;26173	28410;29162;29163	28410;29162		
Cre07.g332450.t1.2	Cre07.g332450.t1.2	5	5	5	>Cre07.g332450.t1.2 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	5	5	5	1	3	2	4	4	3	1	3	2	4	4	3	1	3	2	4	4	3	16.8	16.8	16.8	38.224	357	357	0	10.317	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2	11.2	5.9	12.3	12.9	9.5	164160	0	32502	29024	36667	26962	39010	8640.3	0	1710.6	1527.6	1929.8	1419.1	2053.1	13				602	424;1001;2207;3203;3831	True;True;True;True;True	445;1072;2361;3426;4093	2163;2164;2165;5345;5346;5347;5348;11934;11935;17277;17278;17279;20707;20708;20709;20710;20711	2270;2271;2272;5797;5798;13206;19368;19369;19370;23207;23208;23209;23210;23211	2272;5798;13206;19369;23211		
Cre07.g332950.t1.2	Cre07.g332950.t1.2	2	2	2	>Cre07.g332950.t1.2 SF-assemblin ALS=SFA1 DBV=JGI5.5 GN=SFA1 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	2	2	2	1	0	0	2	0	1	1	0	0	2	0	1	1	0	0	2	0	1	7.6	7.6	7.6	31.184	276	276	0	3.1754	By MS/MS	By matching	By matching	By MS/MS	By matching	By MS/MS	4	0	0	7.6	0	3.6	11955	9934.3	0	0	2020.9	0	0	519.79	431.93	0	0	87.865	0	0	3				603	351;5585	True;True	369;5991	1790;1791;30278;30279	1813;1814;33424	1814;33424		
Cre07.g334900.t1.1	Cre07.g334900.t1.1	1	1	1	>Cre07.g334900.t1.1 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.4	1.4	1.4	129	1320	1320	0	9.4506	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.4	1.4	1.4	1.4	1.4	1.4	24886	3882	4682.9	4740.3	4186.8	3612.3	3782.1	296.27	46.215	55.749	56.432	49.843	43.003	45.025	8				604	1584	True	1696	8661;8662;8663;8664;8665;8666	9661;9662;9663;9664;9665;9666;9667;9668	9662		
Cre07.g335300.t1.2	Cre07.g335300.t1.2	1	1	1	>Cre07.g335300.t1.2 3-ketoacyl-ACP-synthase ALS=KAS2 DBV=JGI5.5 GN=KAS2 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	3.3	3.3	3.3	48.667	459	459	0	8.2367	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	3.3	3.3	3.3	3.3	3.3	66004	0	14319	13043	13173	12494	12975	3000.2	0	650.86	592.85	598.77	567.91	589.79	5				605	616	True	650	3219;3220;3221;3222;3223	3412;3413;3414;3415;3416	3416		
Cre07.g335400.t1.1	Cre07.g335400.t1.1	5	5	5	>Cre07.g335400.t1.1 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	5	5	5	1	0	2	4	4	3	1	0	2	4	4	3	1	0	2	4	4	3	10.7	10.7	10.7	69.838	647	647	0	8.8023	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.3	0	5.9	9.1	9.1	7.1	73619	5002.7	0	5509.5	24027	24717	14363	1600.4	108.75	0	119.77	522.34	537.32	312.23	10				606	3185;3616;4064;7012;7473	True;True;True;True;True	3404;3860;4337;7495;7990	17182;17183;17184;19516;19517;22158;37960;37961;37962;37963;37964;40494;40495;40496	19271;21819;24660;41794;41795;41796;41797;41798;44658;44659	19271;21819;24660;41795;44659		
Cre07.g335700.t1.2	Cre07.g335700.t1.2	1	1	1	>Cre07.g335700.t1.2 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	6.8	6.8	6.8	17.398	161	161	0	3.9066	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	0	0	0	6.8	6.8	6.8	13309	0	0	0	4431.5	4445.5	4431.5	1109	0	0	0	369.29	370.46	369.29	3				607	3013	True	3214	16209;16210;16211	18113;18114;18115	18114		
Cre07.g336950.t1.1	Cre07.g336950.t1.1	23	22	22	>Cre07.g336950.t1.1 Starch phosphorylase DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	23	22	22	19	16	18	21	22	21	18	16	17	20	21	20	18	16	17	20	21	20	28.1	26.8	26.8	98.295	872	872	0	153.9	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	24.1	20.5	23.7	25.8	27.4	27.3	2510200	420900	311600	433490	441350	471480	431410	53409	8955.2	6629.8	9223.2	9390.4	10032	9179	133				608	184;308;309;323;363;1012;1116;1211;1317;1333;1670;2104;2116;2436;4378;4849;4850;5466;5929;6005;6105;7023;7574	True;True;True;True;True;True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	193;323;324;340;382;1083;1192;1294;1405;1406;1423;1788;1789;2242;2257;2258;2604;4669;5164;5165;5867;6351;6431;6540;7506;8098	904;905;1576;1577;1578;1579;1580;1581;1582;1583;1584;1585;1586;1587;1650;1651;1652;1653;1654;1655;1848;1849;1850;5398;5399;5400;5401;5402;5403;6007;6008;6009;6010;6011;6012;6013;6543;6544;6545;6546;6547;6548;7103;7104;7105;7106;7107;7108;7109;7110;7111;7171;7172;7173;7174;7175;7176;9123;9124;9125;9126;9127;9128;9129;9130;9131;11355;11356;11357;11417;11418;11419;11420;11421;11422;11423;11424;11425;13127;13128;13129;13130;13131;23805;23806;23807;23808;26185;26186;26187;26188;26189;26190;26191;26192;26193;26194;26195;29671;29672;29673;29674;29675;32149;32150;32151;32524;32525;32526;32527;32528;32529;32530;32531;32532;32533;32534;33065;33066;33067;33068;33069;33070;38018;38019;38020;38021;38022;38023;41039;41040;41041;41042;41043	888;889;1573;1574;1575;1576;1577;1578;1579;1580;1581;1646;1647;1648;1649;1650;1651;1652;1653;1654;1867;1868;1869;5855;5856;5857;5858;5859;5860;5861;5862;5863;5864;5865;5866;5867;5868;5869;5870;5871;5872;6604;6605;6606;6607;6608;6609;6610;6611;6612;7255;7256;7257;7258;7860;7861;7862;7863;7864;7865;7866;7867;7924;7925;7926;7927;10132;10133;10134;10135;12552;12553;12623;12624;12625;12626;12627;12628;12629;12630;14555;14556;14557;14558;14559;14560;26508;26509;26510;26511;26512;26513;26514;29169;29170;29171;29172;29173;29174;29175;29176;29177;29178;29179;29180;29181;29182;32838;32839;35250;35251;35252;35646;35647;35648;35649;35650;35651;35652;35653;35654;35655;35656;35657;35658;36248;36249;36250;36251;36252;36253;36254;36255;36256;36257;36258;41844;41845;41846;41847;41848;41849;41850;41851;41852;45220	889;1575;1579;1651;1869;5870;6608;7257;7861;7925;10134;12552;12626;14558;26512;29170;29180;32839;35251;35654;36255;41844;45220	331;332;333	207;245;802
Cre07.g337650.t1.2	Cre07.g337650.t1.2	9	9	9	>Cre07.g337650.t1.2 Mitochondrial pyruvate dehydrogenase complex, E1 component, alpha subunit ALS=PDC1 DBV=JGI5.5 GN=PDC1 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	9	9	9	7	8	6	8	9	8	7	8	6	8	9	8	7	8	6	8	9	8	23	23	23	43.71	396	396	0	53.789	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.7	20.7	18.7	19.7	23	21	521070	76110	102990	78217	113030	75182	75531	20041	2927.3	3961.3	3008.4	4347.3	2891.6	2905	45				609	1536;2274;2804;3481;3925;4490;5284;6581;6841	True;True;True;True;True;True;True;True;True	1646;2431;2992;3718;4190;4784;5680;7044;7320	8349;8350;8351;8352;8353;12259;12260;12261;12262;12263;15062;15063;15064;15065;18765;18766;18767;18768;18769;18770;18771;18772;18773;18774;21264;21265;21266;21267;21268;21269;24377;24378;24379;24380;24381;28713;28714;28715;28716;28717;28718;35633;35634;35635;37038;37039;37040;37041;37042;37043;37044	9276;9277;9278;9279;9280;13531;13532;13533;13534;13535;16835;16836;16837;16838;20991;20992;20993;20994;20995;20996;23760;23761;23762;23763;23764;23765;27190;27191;27192;27193;31862;31863;31864;31865;31866;31867;39180;39181;39182;40764;40765;40766;40767;40768;40769;40770	9276;13533;16837;20992;23761;27193;31867;39181;40766		
Cre07.g338050.t1.2	Cre07.g338050.t1.2	8	8	8	>Cre07.g338050.t1.2 Mitochondrial F1F0 ATP synthase associated 36.3 kDa protein ALS=ASA3 DBV=JGI5.5 GN=ASA3 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	8	8	8	7	8	6	6	8	5	7	8	6	6	8	5	7	8	6	6	8	5	26.2	26.2	26.2	39.728	366	366	0	72.386	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	19.4	26.2	16.9	16.9	26.2	17.5	1153000	246880	193420	161930	171300	254210	125260	52409	11222	8791.7	7360.4	7786.5	11555	5693.7	46				610	538;968;1445;2791;2865;2996;4456;6837	True;True;True;True;True;True;True;True	568;1037;1544;2978;3054;3197;4747;7315	2767;2768;2769;5168;5169;5170;5171;5172;5173;7831;7832;7833;7834;7835;7836;14992;14993;14994;14995;14996;14997;15360;15361;15362;15363;15364;15365;16120;16121;16122;16123;16124;24192;24193;24194;24195;24196;37009;37010;37011	2960;2961;2962;5591;5592;5593;5594;5595;5596;5597;5598;5599;8672;8673;8674;16746;16747;16748;16749;16750;16751;16752;16753;16754;16755;16756;16757;17151;17152;17153;17154;17155;17156;18003;18004;18005;18006;18007;26957;26958;26959;26960;26961;26962;40732;40733	2960;5592;8673;16757;17152;18007;26962;40733		
Cre07.g338451.t1.1	Cre07.g338451.t1.1	14	14	14	>Cre07.g338451.t1.1 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	14	14	14	9	9	9	12	12	12	9	9	9	12	12	12	9	9	9	12	12	12	41.3	41.3	41.3	42.32	404	404	0	81.762	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	31.4	26.7	29.2	37.1	37.1	38.4	860930	143460	117280	157070	136120	133280	173720	34437	5738.3	4691.3	6282.8	5444.6	5331.3	6948.7	51				611	2657;2774;3265;3294;4125;4408;5104;5179;5224;5486;6843;7378;7604;7742	True;True;True;True;True;True;True;True;True;True;True;True;True;True	2838;2961;3490;3519;4400;4699;5486;5487;5567;5613;5888;7322;7891;8128;8275	14268;14269;14270;14271;14908;14909;14910;17586;17587;17718;22476;22477;22478;22479;22480;22481;23959;23960;23961;23962;23963;27713;27714;27715;27716;27717;27718;27719;27720;27721;27722;28116;28117;28118;28119;28120;28374;28375;28376;28377;28378;28379;29803;29804;29805;29806;29807;29808;37046;37047;37048;37049;37050;37051;39969;39970;39971;39972;39973;41199;41200;41201;41202;41909;41910;41911;41912	15924;16624;16625;16626;19707;19708;19843;25026;25027;25028;25029;25030;25031;26710;26711;26712;26713;26714;30788;30789;30790;30791;30792;30793;30794;30795;31180;31181;31182;31490;31491;31492;33000;33001;40772;40773;40774;40775;40776;40777;40778;40779;40780;44105;44106;44107;44108;44109;45374;46153;46154;46155	15924;16625;19708;19843;25031;26711;30791;31181;31492;33001;40775;44108;45374;46155	334;335	72;73
Cre07.g339050.t1.2	Cre07.g339050.t1.2	2	2	2	>Cre07.g339050.t1.2 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	2	2	2	0	1	1	2	0	1	0	1	1	2	0	1	0	1	1	2	0	1	7.7	7.7	7.7	33.261	312	312	0	5.201	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	0	5.1	5.1	7.7	0	2.6	22771	0	6553	5927.5	5772.1	0	4518.7	1423.2	0	409.56	370.47	360.75	0	282.42	3				612	2004;6219	True;True	2136;6662	10851;10852;33704;33705;33706	12036;12037;37010	12036;37010		
Cre07.g339150.t1.1	Cre07.g339150.t1.1	17	16	13	>Cre07.g339150.t1.1 Chaperonin 60B2 ALS=CPN60B2 DBV=JGI5.5 GN=CPN60B2 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	17	16	13	13	11	12	16	14	14	12	10	11	16	14	13	10	9	11	13	12	11	32.1	30.8	26	61.737	577	577	0	164.42	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	25.6	20.8	23.9	30.8	27.2	25.6	1390000	248280	204270	162290	250520	278360	246280	34750	6207.1	5106.8	4057.3	6263	6959.1	6157.1	80				613	672;780;916;1342;1431;1783;2246;2284;3290;3638;3802;3826;4119;4971;5222;6241;6884	True;False;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	707;836;981;1433;1530;1906;2402;2443;3515;3883;4062;4088;4394;5305;5611;6684;7363	3476;3477;4123;4124;4125;4126;4866;4867;4868;4869;4870;4871;4872;7247;7248;7249;7250;7251;7252;7752;7753;7754;7755;9702;9703;9704;9705;9706;9707;9708;12131;12132;12133;12134;12324;12325;12326;12327;12328;12329;17702;17703;17704;17705;17706;17707;19623;19624;19625;19626;19627;20544;20545;20546;20547;20548;20549;20683;20684;20685;20686;22446;26850;26851;26852;26853;26854;26855;28363;28364;28365;28366;28367;33822;33823;33824;33825;33826;33827;33828;33829;33830;33831;33832;37244;37245;37246	3704;3705;4440;5210;5211;5212;5213;5214;5215;5216;5217;5218;5219;5220;5221;8008;8009;8010;8011;8012;8606;8607;10709;10710;10711;10712;10713;10714;10715;10716;10717;13392;13393;13394;13619;13620;13621;13622;13623;13624;13625;19828;19829;19830;19831;19832;19833;19834;19835;19836;21916;23022;23023;23024;23025;23026;23027;23028;23029;23189;23190;23191;23192;24985;29927;31470;31471;31472;31473;31474;37114;37115;37116;37117;37118;37119;37120;37121;40966;40967;40968	3704;4440;5216;8010;8607;10710;13393;13623;19831;21916;23025;23192;24985;29927;31474;37118;40966	336	224
Cre07.g340200.t1.1	Cre07.g340200.t1.1	8	8	8	>Cre07.g340200.t1.1 Thylakoid transmembrane protein involved in cyclic electron flow ALS=TEF3 DBV=JGI5.5 GN=TEF3 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	8	8	8	4	3	7	6	6	8	4	3	7	6	6	8	4	3	7	6	6	8	19.8	19.8	19.8	36.072	333	333	0	63.191	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	13.5	10.5	19.5	15	14.7	19.8	747290	123980	77156	146690	75567	133840	190050	37365	6199.1	3857.8	7334.6	3778.3	6692	9502.6	42				614	1468;2521;2976;5095;5729;6110;7517;7518	True;True;True;True;True;True;True;True	1572;2692;2693;3175;3176;5476;6141;6545;8039;8040	7984;7985;13556;13557;13558;13559;13560;13561;13562;13563;13564;13565;13566;13567;13568;16020;16021;16022;16023;16024;16025;16026;16027;16028;16029;27666;27667;27668;31090;31091;31092;33098;33099;33100;33101;40748;40749;40750;40751;40752;40753;40754;40755;40756;40757	8836;15068;15069;15070;15071;15072;15073;15074;15075;15076;15077;15078;15079;17904;17905;17906;17907;17908;17909;17910;17911;17912;30739;30740;34148;34149;36290;36291;36292;36293;44927;44928;44929;44930;44931;44932;44933;44934;44935;44936;44937;44938	8836;15069;17912;30740;34148;36293;44934;44937	337;338;339	132;141;174
Cre07.g340350.t1.1	Cre07.g340350.t1.1	20	20	20	>Cre07.g340350.t1.1 Mitochondrial F1F0 ATP synthase associated 60.6 kDa protein ALS=ASA1 DBV=JGI5.5 GN=ASA1 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	20	20	20	17	13	14	16	17	17	17	13	14	16	17	17	17	13	14	16	17	17	38.8	38.8	38.8	63.161	575	575	0	158.84	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	35.7	25.7	28	32.2	31.3	30.1	2471100	449430	353080	421130	356940	417540	472960	70602	12841	10088	12032	10198	11930	13513	111				615	331;342;829;1591;1781;2210;2427;2445;2779;3964;4505;4648;5497;5617;5847;6525;6892;7170;7374;7759	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	348;360;887;1704;1904;2365;2595;2614;2966;4229;4801;4950;5900;6023;6268;6985;7371;7662;7887;8292	1689;1690;1691;1692;1693;1694;1695;1696;1697;1698;1699;1700;1701;1754;1755;1756;1757;1758;1759;4396;4397;4398;4399;4400;4401;8701;8702;8703;9694;9695;9696;11951;11952;11953;11954;13067;13068;13069;13070;13071;13072;13073;13074;13075;13076;13077;13078;13176;13177;13178;13179;13180;13181;14931;14932;21519;21520;21521;21522;21523;21524;24457;24458;25184;25185;25186;29854;29855;29856;29857;29858;30431;30432;30433;30434;31717;31718;31719;31720;31721;31722;35339;35340;35341;35342;35343;37283;37284;37285;37286;38812;38813;38814;38815;38816;38817;38818;38819;39948;39949;39950;39951;39952;39953;41992;41993;41994;41995;41996;41997;41998;41999;42000;42001;42002	1694;1695;1696;1697;1698;1699;1700;1701;1702;1765;1766;1767;1768;1769;1770;4715;4716;4717;4718;4719;4720;4721;4722;4723;9701;10703;10704;10705;13217;13218;13219;13220;14487;14488;14489;14490;14491;14492;14493;14494;14495;14496;14497;14498;14617;14618;14619;14620;14621;16664;16665;24011;24012;24013;24014;24015;24016;27277;28040;28041;28042;33041;33042;33043;33044;33045;33573;33574;33575;34769;34770;34771;34772;34773;34774;34775;34776;34777;34778;34779;34780;38827;38828;38829;38830;38831;38832;38833;38834;41015;41016;41017;41018;41019;42749;42750;42751;42752;42753;42754;42755;42756;42757;42758;42759;44087;44088;44089;46240;46241;46242;46243;46244;46245;46246	1699;1770;4717;9701;10705;13220;14494;14618;16664;24016;27277;28040;33045;33574;34771;38828;41018;42752;44087;46241		
Cre07.g340450.t1.1	Cre07.g340450.t1.1	4	4	4	>Cre07.g340450.t1.1 None DBV=JGI5.5 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre	1	4	4	4	0	0	1	3	2	0	0	0	1	3	2	0	0	0	1	3	2	0	0.8	0.8	0.8	512.82	4952	4952	0	4.7633	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	0	0	0.2	0.6	0.3	0	119370	0	0	5390.3	11200	102780	0	723.48	0	0	32.669	67.881	622.93	0	5				616	348;3745;4332;7393	True;True;True;True	366;4000;4617;7906	1782;20207;20208;20209;23517;40052	1806;22608;22609;26223;44205	1806;22609;26223;44205		
Cre07.g341600.t2.1;Cre07.g341600.t1.2	Cre07.g341600.t2.1;Cre07.g341600.t1.2	9;9	9;9	9;9	>Cre07.g341600.t2.1 GrpE nucleotide release factor ALS=CGE1 DBV=JGI5.5 GN=CGE1 OS=Chlamydomonas reinhardtii SV=1 TOU=Cre;>Cre07.g341600.t1.2 GrpE nucleotide release factor ALS=CGE1 DBV=JGI5.5 GN=CGE1 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	2	9	9	9	6	5	7	8	9	8	6	5	7	8	9	8	6	5	7	8	9	8	35.3	35.3	35.3	28.028	258	258;260	0	61.754	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	27.1	23.3	31	31.4	35.3	31.4	817450	112090	78005	132170	149050	178410	167730	48085	6593.3	4588.5	7774.9	8767.5	10494	9866.5	53				617	594;1620;1848;2107;3690;4530;4626;5959;6582	True;True;True;True;True;True;True;True;True	628;1734;1735;1973;2246;3942;4829;4928;6383;7045	3107;3108;3109;8868;8869;8870;8871;8872;8873;8874;8875;8876;8877;8878;8879;8880;8881;8882;8883;8884;10034;10035;10036;10037;10038;10039;11370;11371;11372;11373;11374;11375;19927;19928;24576;24577;24578;24579;24580;24581;25060;25061;25062;25063;25064;25065;25066;32302;32303;32304;32305;32306;35636;35637;35638	3309;3310;3311;9863;9864;9865;9866;9867;9868;9869;9870;9871;9872;9873;9874;9875;9876;9877;9878;9879;11053;11054;11055;12570;12571;12572;12573;12574;22281;22282;27418;27419;27420;27421;27422;27423;27424;27425;27426;27915;27916;27917;27918;27919;27920;35409;35410;35411;35412;35413;39183;39184;39185	3311;9869;11054;12574;22282;27420;27920;35411;39184	340;341	87;148
Cre07.g342150.t1.2	Cre07.g342150.t1.2	3	3	3	>Cre07.g342150.t1.2 Glutamyl-tRNA reductase ALS=HEM1 DBV=JGI5.5 GN=HEM1 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	3	3	3	1	1	0	3	2	2	1	1	0	3	2	2	1	1	0	3	2	2	5.7	5.7	5.7	57.055	522	522	0	8.3554	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	2.3	2.3	0	5.7	3.4	3.4	30102	10413	10304	0	9386.1	0	0	771.86	266.99	264.2	0	240.67	0	0	7				618	805;1539;2650	True;True;True	862;1649;2830	4257;4258;4259;8359;8360;8361;14239;14240;14241	4544;9286;9287;9288;15898;15899;15900	4544;9287;15899		
Cre07.g342250.t1.2	Cre07.g342250.t1.2	4	4	4	>Cre07.g342250.t1.2 Prefoldin molecular chaperone, subunit 2 ALS=PFD2 DBV=JGI5.5 GN=PFD2 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	1	4	4	4	3	2	2	3	2	2	3	2	2	3	2	2	3	2	2	3	2	2	29.7	29.7	29.7	16.3	145	145	0	13.09	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	21.4	15.9	15.9	24.1	15.9	15.9	84268	13871	14898	14807	13309	13495	13889	7660.7	1261	1354.4	1346.1	1209.9	1226.8	1262.7	6				619	2003;4812;5150;5836	True;True;True;True	2135;5125;5538;6257	10850;26005;26006;26007;26008;26009;26010;27983;31666;31667;31668;31669;31670;31671	12035;28988;28989;28990;31030;34724	12035;28990;31030;34724		
Cre07.g343700.t1.2;Cre07.g343433.t1.1	Cre07.g343700.t1.2	6;1	6;1	6;1	>Cre07.g343700.t1.2 Dihydrolipoamide succinyltransferase, oxoglutarate dehydrogenase E2 component ALS=OGD2 DBV=JGI5.5 GN=OGD2 OS=Chlamydomonas reinhardtii SV=2 TOU=Cre	2	6	6	6	5	4	5	5	5	6	5	4	5	5	5	6	5	4	5	5	5	6	12.4	12.4	12.4	47.558	450	450;234	0	21.086	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.1	8.2	11.1	11.1	11.1	12.4	716830	121640	113510	116100	118400	115910	131260	31166	5288.9	4935.2	5047.7	5148	5039.6	5706.9	37				620	1262;1794;2231;3038;5644;7115	True;True;True;True;True;True	1346;1917;2386;3239;6052;7603	6783;6784;6785;6786;6787;9766;9767;9768;9769;9770;9771;12049;16325;16326;16327;16328;16329;16330;30567;30568;30569;30570;30571;30572;30573;30574;30575;30576;30577;38507;38508;38509;38510;38511;38512	7517;7518;7519;7520;7521;10771;10772;10773;10774;10775;10776;13324;18245;18246;18247;18248;18249;18250;18251;18252;33680;33681;33682;33683;33684;42403;42404;42405;42406;42407;42408;42409;42410;42411;42412;42413;42414	7518;10772;13324;18251;33683;42406		
